"행정구역","2025년11월_계_총인구수","2025년11월_계_연령구간인구수","2025년11월_계_0~4세","2025년11월_계_5~9세","2025년11월_계_10~14세","2025년11월_계_15~19세","2025년11월_계_20~24세","2025년11월_계_25~29세","2025년11월_계_30~34세","2025년11월_계_35~39세","2025년11월_계_40~44세","2025년11월_계_45~49세","2025년11월_계_50~54세","2025년11월_계_55~59세","2025년11월_계_60~64세","2025년11월_계_65~69세","2025년11월_계_70~74세","2025년11월_계_75~79세","2025년11월_계_80~84세","2025년11월_계_85~89세","2025년11월_계_90~94세","2025년11월_계_95~99세","2025년11월_계_100세 이상","2025년11월_남_총인구수","2025년11월_남_연령구간인구수","2025년11월_남_0~4세","2025년11월_남_5~9세","2025년11월_남_10~14세","2025년11월_남_15~19세","2025년11월_남_20~24세","2025년11월_남_25~29세","2025년11월_남_30~34세","2025년11월_남_35~39세","2025년11월_남_40~44세","2025년11월_남_45~49세","2025년11월_남_50~54세","2025년11월_남_55~59세","2025년11월_남_60~64세","2025년11월_남_65~69세","2025년11월_남_70~74세","2025년11월_남_75~79세","2025년11월_남_80~84세","2025년11월_남_85~89세","2025년11월_남_90~94세","2025년11월_남_95~99세","2025년11월_남_100세 이상","2025년11월_여_총인구수","2025년11월_여_연령구간인구수","2025년11월_여_0~4세","2025년11월_여_5~9세","2025년11월_여_10~14세","2025년11월_여_15~19세","2025년11월_여_20~24세","2025년11월_여_25~29세","2025년11월_여_30~34세","2025년11월_여_35~39세","2025년11월_여_40~44세","2025년11월_여_45~49세","2025년11월_여_50~54세","2025년11월_여_55~59세","2025년11월_여_60~64세","2025년11월_여_65~69세","2025년11월_여_70~74세","2025년11월_여_75~79세","2025년11월_여_80~84세","2025년11월_여_85~89세","2025년11월_여_90~94세","2025년11월_여_95~99세","2025년11월_여_100세 이상"
"충청남도 예산군 (4481000000)","78,891","78,891","1,464","1,824","2,629","2,882","2,556","2,919","3,301","3,267","4,010","4,558","5,991","6,856","8,147","8,380","6,588","5,093","4,062","2,878","1,223","226","37","39,635","39,635","742","902","1,414","1,495","1,446","1,625","1,774","1,775","2,157","2,428","3,285","3,689","4,242","4,173","3,181","2,407","1,572","955","328","40","5","39,256","39,256","722","922","1,215","1,387","1,110","1,294","1,527","1,492","1,853","2,130","2,706","3,167","3,905","4,207","3,407","2,686","2,490","1,923","895","186","32"
"충청남도 태안군 (4482500000)","59,516","59,516","733","1,222","1,746","2,009","1,746","2,099","2,030","1,902","2,770","3,554","4,461","5,421","6,506","7,031","5,356","4,416","3,364","1,996","941","191","22","30,140","30,140","387","609","863","1,064","1,033","1,215","1,210","1,047","1,478","1,996","2,511","2,878","3,353","3,455","2,586","2,175","1,362","665","211","37","5","29,376","29,376","346","613","883","945","713","884","820","855","1,292","1,558","1,950","2,543","3,153","3,576","2,770","2,241","2,002","1,331","730","154","17"
"전북특별자치도  (5200000000)","1,725,960","1,725,960","35,705","52,733","77,162","82,454","82,316","91,031","91,162","81,707","105,884","121,930","146,610","152,000","147,826","142,839","104,795","85,806","63,069","40,380","16,546","3,554","451","859,904","859,904","18,095","26,990","39,684","42,736","44,617","49,570","48,476","42,336","53,932","62,415","76,027","78,816","75,581","70,690","50,030","38,588","23,957","12,672","3,999","643","50","866,056","866,056","17,610","25,743","37,478","39,718","37,699","41,461","42,686","39,371","51,952","59,515","70,583","73,184","72,245","72,149","54,765","47,218","39,112","27,708","12,547","2,911","401"
"전북특별자치도 전주시 (5211000000)","626,862","626,862","14,384","22,808","32,594","33,732","36,342","41,066","39,886","35,237","43,819","48,838","55,177","52,968","46,733","41,660","29,494","23,300","15,477","9,003","3,517","750","77","307,391","307,391","7,253","11,750","16,564","17,412","19,097","21,536","20,953","17,979","21,680","23,814","27,133","26,076","22,517","19,497","13,510","10,174","6,209","3,113","962","155","7","319,471","319,471","7,131","11,058","16,030","16,320","17,245","19,530","18,933","17,258","22,139","25,024","28,044","26,892","24,216","22,163","15,984","13,126","9,268","5,890","2,555","595","70"
"전북특별자치도 전주시 완산구 (5211100000)","317,096","317,096","6,111","10,194","14,907","16,336","18,220","21,352","20,123","16,533","20,576","23,458","28,396","28,142","25,430","22,839","16,375","12,628","8,222","4,785","1,986","437","46","153,599","153,599","3,107","5,258","7,621","8,447","9,558","11,040","10,542","8,429","10,147","11,209","13,546","13,601","12,039","10,507","7,514","5,565","3,254","1,593","533","85","4","163,497","163,497","3,004","4,936","7,286","7,889","8,662","10,312","9,581","8,104","10,429","12,249","14,850","14,541","13,391","12,332","8,861","7,063","4,968","3,192","1,453","352","42"
"전북특별자치도 전주시 덕진구 (5211300000)","309,766","309,766","8,273","12,614","17,687","17,396","18,122","19,714","19,763","18,704","23,243","25,380","26,781","24,826","21,303","18,821","13,119","10,672","7,255","4,218","1,531","313","31","153,792","153,792","4,146","6,492","8,943","8,965","9,539","10,496","10,411","9,550","11,533","12,605","13,587","12,475","10,478","8,990","5,996","4,609","2,955","1,520","429","70","3","155,974","155,974","4,127","6,122","8,744","8,431","8,583","9,218","9,352","9,154","11,710","12,775","13,194","12,351","10,825","9,831","7,123","6,063","4,300","2,698","1,102","243","28"
"전북특별자치도 군산시 (5213000000)","256,523","256,523","5,522","8,472","12,644","12,554","11,413","12,855","13,273","12,674","18,002","20,033","23,287","22,400","21,073","20,710","15,157","11,911","7,906","4,417","1,772","395","53","130,213","130,213","2,787","4,268","6,480","6,508","6,328","7,293","7,277","6,610","9,315","10,524","12,290","11,798","10,891","10,093","7,284","5,423","3,084","1,445","448","62","5","126,310","126,310","2,735","4,204","6,164","6,046","5,085","5,562","5,996","6,064","8,687","9,509","10,997","10,602","10,182","10,617","7,873","6,488","4,822","2,972","1,324","333","48"
"전북특별자치도 익산시 (5214000000)","267,217","267,217","5,222","7,717","11,591","13,031","14,033","14,852","14,699","12,383","15,846","18,706","23,109","24,423","23,604","22,463","16,076","12,433","8,867","5,367","2,251","488","56","132,907","132,907","2,651","3,862","6,001","6,622","7,555","8,250","7,805","6,582","8,096","9,582","11,750","12,272","11,919","11,067","7,641","5,603","3,437","1,591","526","90","5","134,310","134,310","2,571","3,855","5,590","6,409","6,478","6,602","6,894","5,801","7,750","9,124","11,359","12,151","11,685","11,396","8,435","6,830","5,430","3,776","1,725","398","51"
"전북특별자치도 정읍시 (5218000000)","100,722","100,722","1,721","2,488","3,845","4,271","3,853","4,334","4,041","3,788","4,988","6,509","8,484","9,289","9,598","9,470","7,085","6,436","5,109","3,508","1,550","318","37","50,344","50,344","912","1,268","1,993","2,279","2,201","2,402","2,212","2,014","2,595","3,413","4,501","5,022","5,100","4,853","3,287","2,909","1,845","1,120","353","60","5","50,378","50,378","809","1,220","1,852","1,992","1,652","1,932","1,829","1,774","2,393","3,096","3,983","4,267","4,498","4,617","3,798","3,527","3,264","2,388","1,197","258","32"
"전북특별자치도 남원시 (5219000000)","74,441","74,441","1,298","1,960","2,790","3,244","2,710","2,900","2,759","2,654","3,596","4,614","6,249","7,086","7,002","7,152","5,607","4,882","3,782","2,703","1,165","251","37","36,547","36,547","644","1,035","1,473","1,704","1,560","1,568","1,465","1,340","1,841","2,297","3,239","3,735","3,703","3,575","2,775","2,139","1,322","833","253","39","7","37,894","37,894","654","925","1,317","1,540","1,150","1,332","1,294","1,314","1,755","2,317","3,010","3,351","3,299","3,577","2,832","2,743","2,460","1,870","912","212","30"
"전북특별자치도 김제시 (5221000000)","81,650","81,650","1,733","1,715","2,618","3,027","2,983","3,374","3,579","3,154","4,049","4,687","6,115","7,133","8,012","8,390","6,351","5,496","4,395","3,098","1,396","308","37","40,962","40,962","872","882","1,372","1,561","1,631","1,939","1,905","1,667","2,187","2,602","3,432","4,003","4,249","4,284","3,057","2,469","1,607","871","308","57","7","40,688","40,688","861","833","1,246","1,466","1,352","1,435","1,674","1,487","1,862","2,085","2,683","3,130","3,763","4,106","3,294","3,027","2,788","2,227","1,088","251","30"
"전북특별자치도 완주군 (5271000000)","100,520","100,520","2,595","3,185","4,403","4,310","3,976","4,864","6,137","5,180","6,394","6,902","8,197","8,728","8,936","8,540","6,229","4,802","3,522","2,365","988","239","28","51,700","51,700","1,358","1,603","2,316","2,219","2,229","2,669","3,226","2,661","3,319","3,680","4,505","4,790","4,786","4,450","3,201","2,347","1,329","732","241","37","2","48,820","48,820","1,237","1,582","2,087","2,091","1,747","2,195","2,911","2,519","3,075","3,222","3,692","3,938","4,150","4,090","3,028","2,455","2,193","1,633","747","202","26"
"전북특별자치도 진안군 (5272000000)","24,237","24,237","410","435","623","842","766","761","709","642","900","1,156","1,725","2,350","2,811","2,877","2,186","1,866","1,527","1,099","438","95","19","12,394","12,394","214","217","294","439","445","430","353","316","450","679","1,000","1,316","1,551","1,597","1,143","877","621","332","99","19","2","11,843","11,843","196","218","329","403","321","331","356","326","450","477","725","1,034","1,260","1,280","1,043","989","906","767","339","76","17"
"전북특별자치도 무주군 (5273000000)","22,781","22,781","295","422","733","911","766","678","743","673","955","1,261","1,733","2,138","2,459","2,518","2,010","1,535","1,409","1,064","388","79","11","11,460","11,460","147","209","400","458","414","390","408","370","517","668","986","1,195","1,321","1,352","997","667","509","339","96","15","2","11,321","11,321","148","213","333","453","352","288","335","303","438","593","747","943","1,138","1,166","1,013","868","900","725","292","64","9"
"전북특별자치도 장수군 (5274000000)","20,426","20,426","290","380","659","780","642","593","548","624","841","1,106","1,481","1,905","2,148","2,327","1,940","1,481","1,284","941","375","71","10","10,298","10,298","137","210","339","408","358","342","309","321","455","640","840","1,044","1,200","1,190","973","701","451","268","97","13","2","10,128","10,128","153","170","320","372","284","251","239","303","386","466","641","861","948","1,137","967","780","833","673","278","58","8"
"전북특별자치도 임실군 (5275000000)","25,229","25,229","450","528","627","727","664","774","831","788","933","1,234","1,619","2,367","2,758","2,929","2,203","2,076","1,726","1,329","529","121","16","13,052","13,052","218","274","326","384","404","451","449","430","521","744","977","1,317","1,594","1,633","1,147","966","653","403","129","30","2","12,177","12,177","232","254","301","343","260","323","382","358","412","490","642","1,050","1,164","1,296","1,056","1,110","1,073","926","400","91","14"
"전북특별자치도 순창군 (5277000000)","27,582","27,582","415","664","824","1,176","1,107","928","842","836","1,233","1,583","2,153","2,501","2,721","3,005","2,117","1,929","1,745","1,224","468","93","18","13,610","13,610","207","342","430","601","614","520","420","405","639","842","1,224","1,387","1,456","1,597","1,025","846","577","348","109","20","1","13,972","13,972","208","322","394","575","493","408","422","431","594","741","929","1,114","1,265","1,408","1,092","1,083","1,168","876","359","73","17"
"전북특별자치도 고창군 (5279000000)","50,452","50,452","701","1,025","1,682","2,203","1,488","1,590","1,607","1,575","2,222","2,596","3,666","4,460","5,019","5,552","4,231","3,959","3,433","2,280","927","198","38","25,304","25,304","349","552","897","1,293","862","935","863","821","1,207","1,437","2,111","2,486","2,681","2,818","2,025","1,813","1,257","664","209","21","3","25,148","25,148","352","473","785","910","626","655","744","754","1,015","1,159","1,555","1,974","2,338","2,734","2,206","2,146","2,176","1,616","718","177","35"
"전북특별자치도 부안군 (5280000000)","47,318","47,318","669","934","1,529","1,646","1,573","1,462","1,508","1,499","2,106","2,705","3,615","4,252","4,952","5,246","4,109","3,700","2,887","1,982","782","148","14","23,722","23,722","346","518","799","848","919","845","831","820","1,110","1,493","2,039","2,375","2,613","2,684","1,965","1,654","1,056","613","169","25","0","23,596","23,596","323","416","730","798","654","617","677","679","996","1,212","1,576","1,877","2,339","2,562","2,144","2,046","1,831","1,369","613","123","14"
"전라남도  (4600000000)","1,779,242","1,779,242","40,915","54,980","76,748","79,002","73,272","86,824","89,219","80,957","107,154","120,529","143,772","159,942","161,053","155,218","111,715","92,424","74,061","48,703","18,202","4,016","536","898,691","898,691","20,806","28,175","39,137","40,839","41,010","48,522","48,284","42,144","56,503","63,792","77,317","86,189","84,892","79,012","54,175","41,913","27,242","14,060","3,953","650","76","880,551","880,551","20,109","26,805","37,611","38,163","32,262","38,302","40,935","38,813","50,651","56,737","66,455","73,753","76,161","76,206","57,540","50,511","46,819","34,643","14,249","3,366","460"
"전라남도 목포시 (4611000000)","202,761","202,761","3,664","6,678","10,656","10,931","9,988","11,342","10,303","9,283","14,315","16,713","18,720","17,589","16,369","15,594","11,085","8,833","6,163","3,208","1,043","252","32","100,792","100,792","1,862","3,441","5,422","5,645","5,465","6,154","5,511","4,745","7,335","8,586","9,718","9,101","7,864","7,357","5,021","3,851","2,410","1,006","249","44","5","101,969","101,969","1,802","3,237","5,234","5,286","4,523","5,188","4,792","4,538","6,980","8,127","9,002","8,488","8,505","8,237","6,064","4,982","3,753","2,202","794","208","27"
"전라남도 여수시 (4613000000)","263,653","263,653","5,985","8,607","11,880","12,025","11,780","14,160","14,457","12,782","17,010","19,011","22,152","23,755","23,350","22,049","16,528","12,697","8,471","4,824","1,697","372","61","134,035","134,035","3,034","4,466","5,985","6,148","6,695","7,967","8,075","6,863","8,971","9,932","11,613","12,493","11,941","10,748","7,965","5,854","3,317","1,533","377","51","7","129,618","129,618","2,951","4,141","5,895","5,877","5,085","6,193","6,382","5,919","8,039","9,079","10,539","11,262","11,409","11,301","8,563","6,843","5,154","3,291","1,320","321","54"
"전라남도 순천시 (4615000000)","275,776","275,776","7,570","10,534","13,899","14,179","14,030","16,151","17,523","15,154","18,765","19,967","23,336","24,820","23,146","20,018","12,934","9,776","7,050","4,570","1,891","412","51","137,692","137,692","3,856","5,410","7,140","7,343","7,675","8,810","9,304","7,808","9,509","9,772","11,605","12,456","11,698","9,949","6,314","4,514","2,633","1,382","438","67","9","138,084","138,084","3,714","5,124","6,759","6,836","6,355","7,341","8,219","7,346","9,256","10,195","11,731","12,364","11,448","10,069","6,620","5,262","4,417","3,188","1,453","345","42"
"전라남도 나주시 (4617000000)","117,061","117,061","3,826","4,644","5,598","4,882","4,288","5,847","7,378","7,113","8,322","8,266","8,604","8,881","9,302","9,387","6,540","5,331","4,565","2,898","1,121","234","34","59,234","59,234","1,934","2,386","2,873","2,551","2,358","3,029","3,764","3,581","4,406","4,433","4,877","4,803","4,984","4,863","3,191","2,388","1,706","801","260","37","9","57,827","57,827","1,892","2,258","2,725","2,331","1,930","2,818","3,614","3,532","3,916","3,833","3,727","4,078","4,318","4,524","3,349","2,943","2,859","2,097","861","197","25"
"전라남도 광양시 (4623000000)","155,183","155,183","4,916","5,900","7,901","7,958","6,674","9,485","10,806","9,086","10,908","11,647","13,363","16,478","13,195","10,136","6,276","4,357","2,937","2,106","840","190","24","81,461","81,461","2,520","2,992","4,020","4,055","3,832","5,574","6,122","4,937","5,876","6,129","6,793","8,879","7,286","5,270","3,212","2,055","1,055","661","176","17","0","73,722","73,722","2,396","2,908","3,881","3,903","2,842","3,911","4,684","4,149","5,032","5,518","6,570","7,599","5,909","4,866","3,064","2,302","1,882","1,445","664","173","24"
"전라남도 담양군 (4671000000)","44,164","44,164","748","913","1,346","1,501","1,434","1,763","1,658","1,508","2,056","2,287","3,353","4,203","4,889","4,884","3,511","2,990","2,538","1,791","630","138","23","22,302","22,302","394","462","697","791","817","1,021","879","747","1,082","1,261","1,908","2,231","2,637","2,627","1,713","1,427","924","515","136","29","4","21,862","21,862","354","451","649","710","617","742","779","761","974","1,026","1,445","1,972","2,252","2,257","1,798","1,563","1,614","1,276","494","109","19"
"전라남도 곡성군 (4672000000)","26,694","26,694","315","431","713","858","864","911","946","741","1,023","1,313","1,974","2,513","3,005","2,996","2,202","1,986","1,748","1,381","600","157","17","13,297","13,297","152","214","375","477","488","502","508","369","557","722","1,082","1,379","1,655","1,629","1,115","914","616","376","138","27","2","13,397","13,397","163","217","338","381","376","409","438","372","466","591","892","1,134","1,350","1,367","1,087","1,072","1,132","1,005","462","130","15"
"전라남도 구례군 (4673000000)","23,795","23,795","278","445","728","794","775","718","654","607","915","1,245","1,735","2,372","2,721","2,660","2,037","1,784","1,660","1,142","412","101","12","11,639","11,639","140","226","356","423","424","402","361","279","493","634","975","1,276","1,495","1,359","978","803","579","322","94","18","2","12,156","12,156","138","219","372","371","351","316","293","328","422","611","760","1,096","1,226","1,301","1,059","981","1,081","820","318","83","10"
"전라남도 고흥군 (4677000000)","59,507","59,507","832","980","1,446","1,699","1,520","1,586","1,524","1,523","2,165","2,815","3,879","5,160","6,310","7,112","5,897","5,437","4,579","3,336","1,332","330","45","29,421","29,421","426","473","745","916","897","927","839","813","1,202","1,607","2,293","2,953","3,449","3,636","2,853","2,446","1,660","927","291","64","4","30,086","30,086","406","507","701","783","623","659","685","710","963","1,208","1,586","2,207","2,861","3,476","3,044","2,991","2,919","2,409","1,041","266","41"
"전라남도 보성군 (4678000000)","36,634","36,634","495","632","988","1,183","1,049","1,054","960","996","1,356","1,818","2,489","3,233","3,881","4,220","3,408","3,017","2,736","2,076","827","195","21","18,017","18,017","246","324","527","582","607","581","537","545","728","1,005","1,438","1,858","2,089","2,177","1,652","1,369","952","595","165","36","4","18,617","18,617","249","308","461","601","442","473","423","451","628","813","1,051","1,375","1,792","2,043","1,756","1,648","1,784","1,481","662","159","17"
"전라남도 화순군 (4679000000)","60,293","60,293","1,086","1,364","2,165","2,551","2,622","3,013","2,610","2,136","2,718","3,617","5,006","5,933","6,083","5,747","3,968","3,417","3,123","2,165","797","151","21","29,902","29,902","574","706","1,119","1,333","1,382","1,593","1,374","1,077","1,389","1,830","2,643","3,193","3,284","3,070","1,966","1,515","1,044","603","178","25","4","30,391","30,391","512","658","1,046","1,218","1,240","1,420","1,236","1,059","1,329","1,787","2,363","2,740","2,799","2,677","2,002","1,902","2,079","1,562","619","126","17"
"전라남도 장흥군 (4680000000)","34,181","34,181","560","705","1,135","1,159","1,119","1,162","1,096","1,120","1,526","1,779","2,438","3,128","3,464","3,713","2,823","2,520","2,198","1,673","698","153","12","16,833","16,833","287","356","596","610","641","650","621","586","815","998","1,328","1,776","1,814","1,870","1,373","1,077","802","465","139","26","3","17,348","17,348","273","349","539","549","478","512","475","534","711","781","1,110","1,352","1,650","1,843","1,450","1,443","1,396","1,208","559","127","9"
"전라남도 강진군 (4681000000)","31,849","31,849","674","693","999","1,117","975","1,145","1,081","1,055","1,379","1,594","2,261","2,706","3,231","3,590","2,582","2,392","2,080","1,574","587","117","17","15,634","15,634","332","335","518","575","567","639","607","540","720","874","1,275","1,474","1,685","1,846","1,244","1,055","786","426","115","19","2","16,215","16,215","342","358","481","542","408","506","474","515","659","720","986","1,232","1,546","1,744","1,338","1,337","1,294","1,148","472","98","15"
"전라남도 해남군 (4682000000)","62,181","62,181","1,065","1,379","2,042","2,344","1,975","2,200","2,001","1,938","2,790","3,532","4,693","5,617","6,365","6,960","5,107","4,537","3,956","2,588","874","196","22","31,260","31,260","564","716","995","1,219","1,152","1,271","1,124","1,051","1,491","1,940","2,684","3,142","3,463","3,591","2,413","2,063","1,418","769","164","29","1","30,921","30,921","501","663","1,047","1,125","823","929","877","887","1,299","1,592","2,009","2,475","2,902","3,369","2,694","2,474","2,538","1,819","710","167","21"
"전라남도 영암군 (4683000000)","50,131","50,131","833","1,217","1,834","1,977","1,889","2,139","1,874","1,806","2,823","3,426","4,301","4,826","5,091","4,711","3,402","2,882","2,539","1,711","698","130","22","26,368","26,368","425","612","929","1,034","1,150","1,261","1,093","935","1,645","2,051","2,554","2,801","2,863","2,526","1,663","1,284","891","473","151","21","6","23,763","23,763","408","605","905","943","739","878","781","871","1,178","1,375","1,747","2,025","2,228","2,185","1,739","1,598","1,648","1,238","547","109","16"
"전라남도 무안군 (4684000000)","95,430","95,430","3,117","4,194","5,693","5,224","4,333","4,957","5,703","5,621","7,703","7,494","7,248","7,048","6,703","6,361","4,637","3,768","3,007","1,784","654","159","22","48,068","48,068","1,580","2,177","2,876","2,664","2,362","2,716","2,871","2,775","3,902","3,876","3,876","3,854","3,588","3,227","2,239","1,750","1,114","461","140","19","1","47,362","47,362","1,537","2,017","2,817","2,560","1,971","2,241","2,832","2,846","3,801","3,618","3,372","3,194","3,115","3,134","2,398","2,018","1,893","1,323","514","140","21"
"전라남도 함평군 (4686000000)","29,512","29,512","422","483","795","912","863","981","904","859","1,145","1,477","2,191","2,739","3,139","3,401","2,584","2,285","2,086","1,537","571","120","18","15,055","15,055","216","254","404","486","500","585","522","450","630","875","1,325","1,617","1,777","1,850","1,263","1,004","715","437","127","18","0","14,457","14,457","206","229","391","426","363","396","382","409","515","602","866","1,122","1,362","1,551","1,321","1,281","1,371","1,100","444","102","18"
"전라남도 영광군 (4687000000)","53,308","53,308","1,802","1,518","1,763","2,116","1,976","2,499","2,567","2,403","2,772","3,218","4,061","4,539","4,759","4,858","3,752","3,334","2,802","1,795","625","128","21","26,699","26,699","906","747","887","1,096","1,083","1,412","1,305","1,228","1,477","1,810","2,271","2,567","2,533","2,520","1,762","1,447","1,019","473","128","26","2","26,609","26,609","896","771","876","1,020","893","1,087","1,262","1,175","1,295","1,408","1,790","1,972","2,226","2,338","1,990","1,887","1,783","1,322","497","102","19"
"전라남도 장성군 (4688000000)","42,891","42,891","834","1,040","1,474","1,544","1,520","1,871","1,802","1,589","2,025","2,554","3,335","3,995","4,280","4,307","3,172","2,794","2,351","1,645","621","118","20","22,028","22,028","402","545","735","812","865","1,141","963","814","1,094","1,410","1,879","2,276","2,387","2,319","1,585","1,274","898","459","140","25","5","20,863","20,863","432","495","739","732","655","730","839","775","931","1,144","1,456","1,719","1,893","1,988","1,587","1,520","1,453","1,186","481","93","15"
"전라남도 완도군 (4689000000)","44,676","44,676","794","1,210","1,592","1,613","1,304","1,445","1,317","1,447","2,315","2,792","3,320","3,870","4,274","4,767","3,618","3,300","2,974","1,947","616","147","14","22,653","22,653","402","634","844","856","767","842","724","787","1,309","1,627","1,922","2,239","2,246","2,395","1,752","1,487","1,102","557","138","21","2","22,023","22,023","392","576","748","757","537","603","593","660","1,006","1,165","1,398","1,631","2,028","2,372","1,866","1,813","1,872","1,390","478","126","12"
"전라남도 진도군 (4690000000)","28,017","28,017","491","631","899","1,027","899","1,015","888","903","1,234","1,553","2,107","2,471","2,833","3,062","2,176","2,054","1,948","1,275","445","96","10","14,031","14,031","252","279","455","537","511","592","476","464","711","901","1,241","1,408","1,504","1,599","1,060","945","638","358","84","14","2","13,986","13,986","239","352","444","490","388","423","412","439","523","652","866","1,063","1,329","1,463","1,116","1,109","1,310","917","361","82","8"
"전라남도 신안군 (4691000000)","41,545","41,545","608","782","1,202","1,408","1,395","1,380","1,167","1,287","1,889","2,411","3,206","4,066","4,663","4,685","3,476","2,933","2,550","1,677","623","120","17","22,270","22,270","302","420","639","686","772","853","704","750","1,161","1,519","2,017","2,413","2,650","2,584","1,841","1,391","963","461","125","17","2","19,275","19,275","306","362","563","722","623","527","463","537","728","892","1,189","1,653","2,013","2,101","1,635","1,542","1,587","1,216","498","103","15"
"경상북도  (4700000000)","2,509,131","2,509,131","52,645","76,875","106,596","108,555","102,835","119,596","128,918","124,126","159,002","174,920","206,815","227,876","234,409","226,716","166,968","116,513","89,447","58,503","22,713","4,530","573","1,269,845","1,269,845","27,046","39,505","55,236","57,172","58,309","69,083","72,321","67,128","83,035","91,406","107,583","118,000","120,278","113,470","79,653","53,609","33,348","17,635","5,241","719","68","1,239,286","1,239,286","25,599","37,370","51,360","51,383","44,526","50,513","56,597","56,998","75,967","83,514","99,232","109,876","114,131","113,246","87,315","62,904","56,099","40,868","17,472","3,811","505"
"경상북도 포항시 (4711000000)","488,855","488,855","11,480","16,881","23,742","22,284","18,795","25,840","28,113","26,031","34,452","36,050","40,767","44,055","43,913","43,147","31,206","19,383","12,682","7,018","2,454","501","61","247,929","247,929","5,972","8,774","12,317","11,587","10,930","15,082","16,118","13,998","17,708","18,371","20,424","22,254","21,666","20,549","15,162","9,197","5,009","2,207","521","75","8","240,926","240,926","5,508","8,107","11,425","10,697","7,865","10,758","11,995","12,033","16,744","17,679","20,343","21,801","22,247","22,598","16,044","10,186","7,673","4,811","1,933","426","53"
"경상북도 포항시 남구 (4711100000)","215,816","215,816","4,242","7,058","10,528","9,715","8,409","11,826","11,593","10,836","15,184","16,347","18,117","19,550","19,262","19,535","14,492","8,984","5,811","3,071","1,038","194","24","111,960","111,960","2,211","3,652","5,460","5,080","5,015","7,303","6,948","5,891","7,970","8,650","9,415","10,370","9,733","9,280","7,100","4,291","2,365","987","215","21","3","103,856","103,856","2,031","3,406","5,068","4,635","3,394","4,523","4,645","4,945","7,214","7,697","8,702","9,180","9,529","10,255","7,392","4,693","3,446","2,084","823","173","21"
"경상북도 포항시 북구 (4711300000)","273,039","273,039","7,238","9,823","13,214","12,569","10,386","14,014","16,520","15,195","19,268","19,703","22,650","24,505","24,651","23,612","16,714","10,399","6,871","3,947","1,416","307","37","135,969","135,969","3,761","5,122","6,857","6,507","5,915","7,779","9,170","8,107","9,738","9,721","11,009","11,884","11,933","11,269","8,062","4,906","2,644","1,220","306","54","5","137,070","137,070","3,477","4,701","6,357","6,062","4,471","6,235","7,350","7,088","9,530","9,982","11,641","12,621","12,718","12,343","8,652","5,493","4,227","2,727","1,110","253","32"
"경상북도 경주시 (4713000000)","244,248","244,248","4,843","6,805","9,231","9,669","9,380","11,061","11,900","11,241","14,226","16,191","21,228","23,832","24,447","23,189","17,186","12,163","9,243","5,737","2,205","419","52","122,267","122,267","2,525","3,498","4,723","5,028","5,257","6,232","6,621","6,059","7,438","8,437","10,879","12,272","12,476","11,532","8,096","5,497","3,487","1,638","502","63","7","121,981","121,981","2,318","3,307","4,508","4,641","4,123","4,829","5,279","5,182","6,788","7,754","10,349","11,560","11,971","11,657","9,090","6,666","5,756","4,099","1,703","356","45"
"경상북도 김천시 (4715000000)","134,111","134,111","3,106","4,263","5,709","6,285","4,841","5,870","6,715","6,388","8,250","9,026","10,444","12,054","12,524","12,293","9,324","6,659","4,967","3,604","1,438","318","33","67,551","67,551","1,586","2,233","2,973","3,550","2,732","3,312","3,734","3,428","4,274","4,756","5,417","6,227","6,459","6,160","4,376","3,038","1,811","1,072","345","64","4","66,560","66,560","1,520","2,030","2,736","2,735","2,109","2,558","2,981","2,960","3,976","4,270","5,027","5,827","6,065","6,133","4,948","3,621","3,156","2,532","1,093","254","29"
"경상북도 안동시 (4717000000)","153,030","153,030","3,012","4,303","6,114","6,893","7,991","7,449","7,475","6,615","8,546","10,144","12,261","13,250","13,592","13,987","10,830","7,825","6,502","4,224","1,627","345","45","75,797","75,797","1,516","2,245","3,227","3,622","4,312","4,020","4,119","3,471","4,326","5,201","6,424","6,878","6,782","6,911","4,909","3,624","2,437","1,327","380","61","5","77,233","77,233","1,496","2,058","2,887","3,271","3,679","3,429","3,356","3,144","4,220","4,943","5,837","6,372","6,810","7,076","5,921","4,201","4,065","2,897","1,247","284","40"
"경상북도 구미시 (4719000000)","404,093","404,093","10,642","17,128","23,069","21,514","19,606","24,638","29,012","28,838","34,946","35,042","35,720","35,990","31,073","23,453","13,945","8,243","5,795","3,589","1,492","313","45","208,844","208,844","5,429","8,817","11,937","11,226","11,431","14,491","15,982","15,679","18,150","17,959","17,787","17,864","16,117","12,038","6,708","3,761","2,044","1,037","329","54","4","195,249","195,249","5,213","8,311","11,132","10,288","8,175","10,147","13,030","13,159","16,796","17,083","17,933","18,126","14,956","11,415","7,237","4,482","3,751","2,552","1,163","259","41"
"경상북도 영주시 (4721000000)","97,273","97,273","1,627","2,501","3,774","4,680","4,029","3,985","3,756","3,625","4,839","6,212","7,796","8,821","9,199","9,782","7,909","5,665","4,582","3,036","1,176","244","35","48,359","48,359","847","1,281","1,964","2,591","2,294","2,309","2,117","1,986","2,469","3,178","4,096","4,565","4,622","4,743","3,612","2,602","1,734","1,005","294","47","3","48,914","48,914","780","1,220","1,810","2,089","1,735","1,676","1,639","1,639","2,370","3,034","3,700","4,256","4,577","5,039","4,297","3,063","2,848","2,031","882","197","32"
